title,category,description,price,image
Телевизор Samsung UE43TU8000UXCE,Жк телевизоры,no description,41 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Телевизор LG 65UN73506LB,Жк телевизоры,no description,74 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Телевизор LG 65NANO866NA,Жк телевизоры,no description,125 990 сом,http://planeta.kg/upload/iblock/ca3/ca3cb221f1c4853222951a7350781d04.jpeg
Телевизор LG 32LM550BPLB,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    32 (81 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    HD (1280×720)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    736 х 464 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    60                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Нет                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    1                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    240                                                </div>
</div>
</div>",16 990 сом,http://planeta.kg/upload/iblock/cbe/cbeb1e1e12b4754c156e804f817afb5b.jpeg
Телевизор Sony KD-49XH8096,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    49 (124 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Ultra HD (3840 × 2160)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    1110 х 704 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    100                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    4                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    250                                                </div>
</div>
</div>",61 990 сом,http://planeta.kg/upload/iblock/137/13776cc846b1563b763ba9e8bc64ab9a.png
Телевизор Kraft KTV-G55UHD02T2CIWL,Жк телевизоры,no description,37 490 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Телевизор Kraft KTV-G43UHD02T2CIWL,Жк телевизоры,no description,26 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Телевизор Kraft KTV-G40FHD02T2CI,Жк телевизоры,no description,18 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Телевизор LG 50UN81006LB,Жк телевизоры,no description,47 990 сом,http://planeta.kg/upload/iblock/793/7936531e008f2040a7c3a189c0800252.jpeg
Телевизор Samsung UE55TU7100UXCE,Жк телевизоры,no description,53 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Телевизор Samsung QE65Q60TAUXCE,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    65 (165 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Ultra HD (3840 × 2160)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    1675 х 1049 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    100                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    3                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    100                                                </div>
</div>
</div>",94 990 сом,http://planeta.kg/upload/iblock/c03/c0383a616d2bca55a7d16201e9ad7561.jpeg
Телевизор Samsung UE43TU7100UXCE,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    43 (109 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Ultra HD (3840 × 2160)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    963 х 628 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    100                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    1                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    130                                                </div>
</div>
</div>",37 990 сом,http://planeta.kg/upload/iblock/3e2/3e2dc5ad551dae02c1e7352c296ba50f.jpeg
Телевизор Philips 55PUS6704/60,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    55 (139 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Ultra HD (3840 × 2160)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    1236 х 742 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    60                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    3                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    240                                                </div>
</div>
</div>",46 990 сом,http://planeta.kg/upload/iblock/474/4745035bf7fc4202eec6fffee723430c.jpeg
Телевизор Philips 50PUS6704/60,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    50 (127 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Ultra HD (3840 × 2160)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    1122 х 678 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    60                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    3                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    240                                                </div>
</div>
</div>",45 990 сом,http://planeta.kg/upload/iblock/8f0/8f031dd66941f57cc7c54d77614aaa9a.jpeg
Телевизор Samsung UE75TU7100UXCE,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    75 (190 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Ultra HD (3840 × 2160)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    1673 х 1043 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    100                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    1                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    145                                                </div>
</div>
</div>",128 990 сом,http://planeta.kg/upload/iblock/832/8324d20579f257c1976a2bf8583e76d9.jpeg
Телевизор Samsung UE32T4500AUXCE,Жк телевизоры,no description,24 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Телевизор Samsung UE43T5300AUXCE,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    43 (109 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Full HD (1920×1080)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    980 х 596 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T2/DVB-C                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    50                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    1                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    100                                                </div>
</div>
</div>",34 990 сом,http://planeta.kg/upload/iblock/437/437e9a2212aecd0b365691f12e714d10.jpeg
Телевизор Samsung QE55Q60TAUXCE,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    55 (139 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Ultra HD (3840 × 2160)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    1230 х 783 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    100                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    3                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    100                                                </div>
</div>
</div>",72 990 сом,http://planeta.kg/upload/iblock/a47/a4793f0b7aa525a26758507754118fc6.jpeg
Телевизор Sony KDL-49WF804 (FullHD/Android/Smart TV/Wi-Fi),Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    49 (124 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Full HD (1920×1080)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    1100.1 х 640.5 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    50                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    3                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    4                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    85                                                </div>
</div>
</div>",51 990 сом,http://planeta.kg/upload/iblock/f5a/f5a5a2330f9fb268febe0be6818d290e.jpeg
Телевизор Sony KD-55XG7096,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    55 (139 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Ultra HD (3840 × 2160)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    1241 х 785 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T/T2/C/S2 (MPEG4)                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    50                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Да                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    3                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    3                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    184                                                </div>
</div>
</div>",63 490 сом,http://planeta.kg/upload/iblock/a14/a14ff720341f8554a73653ac6f4203a3.png
Телевизор LG 75UN71006LC,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    75 (190 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Ultra HD (3840 × 2160)                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    webOS 3.0                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
</div>
</div>",129 990 сом,http://planeta.kg/upload/iblock/c53/c53bbce77a6a1a06502e2833ba8f6aa2.jpeg
Телевизор Philips 43PFS5034/60,Жк телевизоры,"<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Диагональ дюйм (см):
                                                    43 (109 см)                                                </div>
<div class=""property-value"">
                                                    Разрешение экрана:
                                                    Full HD (1920×1080)                                                </div>
<div class=""property-value"">
                                                    Габариты (Ширина х Высота):
                                                    971 х 585 мм см                                                </div>
<div class=""property-value"">
                                                    Тюнера:
                                                    DVB-T2/DVB-C                                                </div>
<div class=""property-value"">
                                                    Индекс частоты обновления:
                                                    50                                                </div>
<div class=""property-value"">
                                                    Smart TV:
                                                    Нет                                                </div>
<div class=""property-value"">
                                                    Поддержка 3D:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Поддержка Wi-Fi:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Приложение Skype:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Технология Miracast:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Количество USB разъемов:
                                                    1                                                </div>
<div class=""property-value"">
                                                    Количество HDMI разъемов:
                                                    2                                                </div>
<div class=""property-value"">
                                                    Экран:
                                                    Прямой                                                </div>
<div class=""property-value"">
                                                    Мощность Вт:
                                                    100                                                </div>
</div>
</div>",28 990 сом,http://planeta.kg/upload/iblock/cf1/cf1d1b4cc92b6db74cb4527b6e9f7c50.jpeg
