title,category,description,price,image
Плита GEFEST 6502-03 0284,"Газовые, электро плиты",no description,44 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Плита GEFEST ЭП Н Д 5140  0001,"Газовые, электро плиты",no description,17 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Плита GEFEST 6502-03 0245,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    Закаленное стекло                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Коричневый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",39 990 сом,http://planeta.kg/upload/iblock/3e3/3e33d52fd5a4ba3f1e7bf87de09e12d8.jpeg
Плита GEFEST 6110-01 0001,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 3; электрических: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Коричневый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",22 990 сом,http://planeta.kg/upload/iblock/579/57918b9b02dd8606d3466aaedbc10854.jpeg
Мини-печь Kraft KF-MO 3801 W (белый),"Газовые, электро плиты",no description,5 490 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Мини-печь Kraft KF-MO 3801 GR (серый),"Газовые, электро плиты",no description,4 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Мини-печь Kraft KF-MO 3801 BL (черный),"Газовые, электро плиты",no description,5 490 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Плита настольная индукционная Ardesto ICS-B217 - 2 конфорки горизонт. 1300+1600Вт/ таймер/ черная,"Газовые, электро плиты",no description,9 990 сом,http://planeta.kg/upload/iblock/f79/f798386bfbb213238a7863b9d2cb8f2b.jpeg
Плита GEFEST 6102-02 / 4 газ. кон-ки. дух-ка электро 60*60,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",27 990 сом,http://planeta.kg/upload/iblock/941/9410fd028a3d2d5c795b2f3a17b2f988.jpeg
Плита GEFEST 6100-02 0183,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4; быстрого разогрева: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Черный                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",30 990 сом,http://planeta.kg/upload/iblock/5dd/5dd8f3006d8b2c235340ed29ba84f609.jpeg
Плита GEFEST 6100-02 0182,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4; быстрого разогрева: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Бежевый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",30 990 сом,http://planeta.kg/upload/iblock/b1c/b1c53a9fc21628a5e8b17bef47adb89b.jpeg
Плита GEFEST 5102-02 0001 (4 газ.дух-ка электро 50*50 ) коричневая,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4; быстрого разогрева: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Коричневый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    50*58*85                                                </div>
</div>
</div>",26 490 сом,http://planeta.kg/upload/iblock/afa/afa64d426bdb16b58ab4140eea153e86.jpeg
"Плита GEFEST 5102-02 \4 кон-ки газ, дух-ка электро 50*50","Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4; быстрого разогрева: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    50*58*85                                                </div>
</div>
</div>",25 990 сом,http://planeta.kg/upload/iblock/629/6296636041c797e6db5f0460d1a17ce3.jpeg
Плита GEFEST 5100-02 0001,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4; быстрого разогрева: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Коричневый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    50*58*85                                                </div>
</div>
</div>",25 490 сом,http://planeta.kg/upload/iblock/50e/50ef1887f4623e186c25e117138ac7df.jpeg
Плита GEFEST 1200-С7 K68 ,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4; быстрого разогрева: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Коричневый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",18 490 сом,http://planeta.kg/upload/iblock/59b/59bfe7a3ef62b725f7e7d789e9f0ccf9.jpeg
Плита GEFEST 1200-С7 K58 (4 газ. дух-ка газ 60*60),"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60                                                </div>
</div>
</div>",17 990 сом,http://planeta.kg/upload/iblock/00b/00b5959317689f8f9c99f05672094e96.jpeg
Плита GEFEST 6100-02 0001,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4; быстрого разогрева: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Коричневый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",28 990 сом,http://planeta.kg/upload/iblock/908/908bc468ffa9dee4388a83cbefd716ab.jpeg
Плита GEFEST 5100-02,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4; быстрого разогрева: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    50*58*85                                                </div>
</div>
</div>",24 990 сом,http://planeta.kg/upload/iblock/e3a/e3a3f60808fcc5534f95edb00dad8693.jpeg
Плита настольная GEFEST ПГЭ 910-01,"Газовые, электро плиты",no description,6 990 сом,http://planeta.kg/upload/iblock/c3a/c3ad683d1d45821e56bafe0c14d2ad2f.jpeg
Плита настольная GEFEST ПГ 900,"Газовые, электро плиты",no description,5 990 сом,http://planeta.kg/upload/iblock/8a7/8a73a172b5a05cab6e6aa98bcc828dee.jpeg
Плита настольная GEFEST ПГ 700-03,"Газовые, электро плиты",no description,2 990 сом,http://planeta.kg/upload/iblock/c0d/c0df10c2af3788bf07931d646872d238.jpeg
Плита GEFEST ЭП Н Д 5140-01 0001,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    электрических: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Коричневый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    50*57*85                                                </div>
</div>
</div>",20 990 сом,http://planeta.kg/upload/iblock/540/5401fe34f1fe5b09e4dce9a402185909.jpeg
Плита GEFEST ЭП Н Д 5140-01,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    электрических: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    50*57*85                                                </div>
</div>
</div>",19 990 сом,http://planeta.kg/upload/iblock/6c4/6c4a9ed609e03223e772193abb6d77e9.jpeg
Плита GEFEST 6502-02 0045,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    Закаленное стекло                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Коричневый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",32 990 сом,http://planeta.kg/upload/iblock/877/8779d1a482d296ba00a36504e434153d.jpeg
Плита GEFEST 6502-02 0044,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    Закаленное стекло                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Черный                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",32 990 сом,http://planeta.kg/upload/iblock/b1b/b1b2334e3e650cb10f341c4bcf8872fa.jpeg
Плита GEFEST 6502-02 0042,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    Закаленное стекло                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",32 990 сом,http://planeta.kg/upload/iblock/ecc/ecc4892640f75675edc268f59c2ab8e3.jpeg
Плита GEFEST 6140-02 0001,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    электрических: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Коричневый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",25 990 сом,http://planeta.kg/upload/iblock/542/5422c871067c2c9ac0d912d0fc9a0556.jpeg
Плита GEFEST 6140-02,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    электрических: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",24 990 сом,http://planeta.kg/upload/iblock/bc3/bc3c51475ab69c71b5b7b075374d7ede.jpeg
Плита GEFEST 6140-01,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    электрическая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    электрических: 4                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",20 990 сом,http://planeta.kg/upload/iblock/63b/63b72d2c299fd5c304de133f8b302c50.jpeg
Плита GEFEST 6110-02  3газ+1 электро. дух-ка газ 60*60,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 3; электрических: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",26 990 сом,http://planeta.kg/upload/iblock/f82/f82233fd70f373c545968cb5c15cf1b5.jpeg
Плита GEFEST 6110-01 3газ+1 электро. дух-ка газ 60*60,"Газовые, электро плиты","<div class=""section-property-option"">
<div class=""property-group"">
<div class=""property-group-name"">Характеристики</div>
<div class=""property-value"">
                                                    Рабочая поверхность:
                                                    эмаль                                                </div>
<div class=""property-value"">
                                                    Духовка:
                                                    газовая                                                </div>
<div class=""property-value"">
                                                    Количество конфорок:
                                                    газовых: 3; электрических: 1                                                </div>
<div class=""property-value"">
                                                    Цвет:
                                                    Белый                                                </div>
<div class=""property-value"">
                                                    Газ-контроль духовки:
                                                    да                                                </div>
<div class=""property-value"">
                                                    Газ-контроль конфорок:
                                                    нет                                                </div>
<div class=""property-value"">
                                                    Размеры (ШхГхВ) см:
                                                    60*60*85                                                </div>
</div>
</div>",22 990 сом,http://planeta.kg/upload/iblock/d2e/d2edd927fce1ebceac45713b568de455.jpeg
